source,date,year,title,letterboxd_uri,rating,rewatch,review,tags,watched_date,content,comment
ratings,2023-08-29,2023,Rush,https://boxd.it/3lyS,3.5,,,,,,
reviews,2023-08-29,2023,Rush,https://boxd.it/4LEmn7,3.5,,Lost but won,,2023-08-28,,
diary,2023-09-14,2023,Barbie,https://boxd.it/4Qi557,3.5,,,,2023-09-13,,
ratings,2023-09-14,2023,Barbie,https://boxd.it/bCLK,3.5,,,,,,
reviews,2023-09-14,2023,Barbie,https://boxd.it/4Qi557,3.5,,Hmm.... Barbie is (not) all girls,,2023-09-13,,
diary,2023-10-02,2023,RDX: Robert Dony Xavier,https://boxd.it/4VLyqL,3,,,,2023-09-28,,
diary,2023-10-02,2023,Cure,https://boxd.it/4VLxF1,4,,,,2023-10-01,,
diary,2023-10-02,2023,Sapta Sagaradaache Ello – Side A,https://boxd.it/4VLxWB,3.5,,,,2023-10-02,,
ratings,2023-10-02,2023,Cure,https://boxd.it/1blA,4,,,,,,
ratings,2023-10-02,2023,Sapta Sagaradaache Ello – Side A,https://boxd.it/IhOY,3.5,,,,,,
ratings,2023-10-02,2023,RDX: Robert Dony Xavier,https://boxd.it/BHtS,3,,,,,,
diary,2023-10-06,2023,Hacksaw Ridge,https://boxd.it/4WYoMd,3.5,,,,2023-10-03,,
ratings,2023-10-06,2023,Hacksaw Ridge,https://boxd.it/azew,3.5,,,,,,
reviews,2023-10-06,2023,Hacksaw Ridge,https://boxd.it/4WYoMd,3.5,,What can I do? Believe in god or not,,2023-10-03,,
diary,2023-10-07,2023,A History of Violence,https://boxd.it/4X5tiV,3.5,Yes,,,2023-10-06,,
diary,2023-10-07,2023,Demolition,https://boxd.it/4XjYs1,3.5,,,,2023-10-07,,
ratings,2023-10-07,2023,Demolition,https://boxd.it/9GuY,3.5,,,,,,
reviews,2023-10-07,2023,Demolition,https://boxd.it/4XjYs1,3.5,,"Metaphor, metaphor, metaphor",,2023-10-07,,
diary,2023-10-08,2023,OMG 2,https://boxd.it/4Xn9mf,3,,,,2023-10-07,,
diary,2023-10-08,2023,Reservoir Dogs,https://boxd.it/4XqtzT,4,,,,2023-10-07,,
ratings,2023-10-08,2023,OMG 2,https://boxd.it/xz6S,3,,,,,,
ratings,2023-10-08,2023,Reservoir Dogs,https://boxd.it/2agc,4,,,,,,
reviews,2023-10-08,2023,Reservoir Dogs,https://boxd.it/4XqtzT,4,,Became the fan of QTs character names,,2023-10-07,,
diary,2023-10-10,2023,"Oslo, August 31st",https://boxd.it/4Ybxax,4,,,,2023-10-09,,
ratings,2023-10-10,2023,"Oslo, August 31st",https://boxd.it/2xQC,4,,,,,,
reviews,2023-10-10,2023,"Oslo, August 31st",https://boxd.it/4Ybxax,4,,I just want to sit idle and observe inside a public cafe,,2023-10-09,,
diary,2023-10-11,2023,The Prestige,https://boxd.it/4Ywsaz,4,,,,2023-10-10,,
ratings,2023-10-11,2023,The Prestige,https://boxd.it/293w,4,,,,,,
reviews,2023-10-11,2023,The Prestige,https://boxd.it/4Ywsaz,4,,"While watching a Nolan film, why are our jaws dropping?",,2023-10-10,,
diary,2023-10-14,2023,Mark Antony,https://boxd.it/4ZB0Fj,2.5,,,,2023-10-14,,
diary,2023-10-14,2023,First Man,https://boxd.it/4ZGikj,3.5,,,,2023-10-14,,
ratings,2023-10-14,2023,Mark Antony,https://boxd.it/yJKA,2.5,,,,,,
ratings,2023-10-14,2023,First Man,https://boxd.it/cPym,3.5,,,,,,
reviews,2023-10-14,2023,First Man,https://boxd.it/4ZGikj,3.5,,Sort of love stories,,2023-10-14,,
diary,2023-10-15,2023,Apocalypse Now,https://boxd.it/4ZJcz9,4,,,,2023-10-14,,
ratings,2023-10-15,2023,Apocalypse Now,https://boxd.it/6ZS,4,,,,,,
reviews,2023-10-15,2023,Apocalypse Now,https://boxd.it/4ZJcz9,4,,A masterpiece,,2023-10-14,,
diary,2023-10-21,2023,Leo,https://boxd.it/51FRrv,3,,,,2023-10-20,,
reviews,2023-10-21,2023,Leo,https://boxd.it/51FRrv,3,,Staircase scene is missing,,2023-10-20,,
ratings,2023-10-23,2023,Leo,https://boxd.it/zOWS,3,,,,,,
diary,2023-10-26,2023,Soodhu Kavvum,https://boxd.it/53vlQh,4,,,,2023-10-26,,
ratings,2023-10-26,2023,Soodhu Kavvum,https://boxd.it/5IRi,4,,,,,,
reviews,2023-10-26,2023,Soodhu Kavvum,https://boxd.it/53vlQh,4,,It's nalan's birthday so I watched his best,,2023-10-26,,
diary,2023-10-28,2023,Pebbles,https://boxd.it/5410qB,4,,,,2023-10-27,,
ratings,2023-10-28,2023,Pebbles,https://boxd.it/tgko,4,,,,,,
reviews,2023-10-28,2023,Pebbles,https://boxd.it/5410qB,4,,"Walking with anger,  Walking with satisfaction,  Walking with sorrow",,2023-10-27,,
diary,2023-10-29,2023,Killers of the Flower Moon,https://boxd.it/54q49J,4,,,,2023-10-29,,
ratings,2023-10-29,2023,Killers of the Flower Moon,https://boxd.it/gHp0,4,,,,,,
reviews,2023-10-29,2023,Killers of the Flower Moon,https://boxd.it/54q49J,4,,Just a deep dive into the mood of Osage tribe,,2023-10-29,,
diary,2023-11-18,2023,Jigarthanda DoubleX,https://boxd.it/5b97up,3.5,,,,2023-11-18,,
ratings,2023-11-18,2023,Jigarthanda DoubleX,https://boxd.it/C4xI,3.5,,,,,,
reviews,2023-11-18,2023,Jigarthanda DoubleX,https://boxd.it/5b97up,3.5,,The OG karthik subbaraj,,2023-11-18,,
diary,2023-12-25,2023,Maattrraan,https://boxd.it/5ojFuv,3,Yes,,,2023-12-24,,
diary,2023-12-25,2023,Ko,https://boxd.it/5ojGdZ,3.5,Yes,,,2023-12-24,,
diary,2023-12-25,2023,Ghilli,https://boxd.it/5ojH95,3.5,Yes,,,2023-12-24,,
ratings,2023-12-25,2023,Maattrraan,https://boxd.it/4tIe,3,,,,,,
ratings,2023-12-25,2023,Ko,https://boxd.it/6p6,3.5,,,,,,
ratings,2023-12-25,2023,Ghilli,https://boxd.it/6qe,3.5,,,,,,
diary,2023-12-28,2023,Strange Days,https://boxd.it/5qf6Lr,3.5,,,,2023-12-28,,
diary,2023-12-28,2023,Chithha,https://boxd.it/5qf7W1,3.5,,,,2023-12-28,,
ratings,2023-12-28,2023,Strange Days,https://boxd.it/2aGO,3.5,,,,,,
ratings,2023-12-28,2023,Chithha,https://boxd.it/GbIc,3.5,,,,,,
reviews,2023-12-28,2023,Strange Days,https://boxd.it/5qf6Lr,3.5,,Waited for atleast 2hrs to see the guys kiss,,2023-12-28,,
reviews,2023-12-28,2023,Chithha,https://boxd.it/5qf7W1,3.5,,Atleast a watchable movie in this year,,2023-12-28,,
diary,2023-12-29,2023,12th Fail,https://boxd.it/5qP0oD,3.5,,,,2023-12-29,,
reviews,2023-12-29,2023,12th Fail,https://boxd.it/5qP0oD,3.5,,"""Restart"" won't work for me",,2023-12-29,,
diary,2024-01-02,2024,Martha Marcy May Marlene,https://boxd.it/5sFQUJ,3.5,,,,2024-01-01,,
ratings,2024-01-02,2024,Martha Marcy May Marlene,https://boxd.it/CJs,3.5,,,,,,
reviews,2024-01-02,2024,Martha Marcy May Marlene,https://boxd.it/5sFQUJ,3.5,,Everything is kind of that CULT group,,2024-01-01,,
ratings,2024-01-04,2024,12th Fail,https://boxd.it/I1sM,3.5,,,,,,
diary,2024-01-06,2024,Harry Potter and the Philosopher's Stone,https://boxd.it/5vh9OR,3.5,,,,2024-01-05,,
diary,2024-01-06,2024,Three of Us,https://boxd.it/5vhf41,3.5,,,,2024-01-05,,
ratings,2024-01-06,2024,Harry Potter and the Philosopher's Stone,https://boxd.it/29QS,3.5,,,,,,
ratings,2024-01-06,2024,Three of Us,https://boxd.it/DQmq,3.5,,,,,,
reviews,2024-01-06,2024,Harry Potter and the Philosopher's Stone,https://boxd.it/5vh9OR,3.5,,I consider Hedwig's theme is the MAGIC,,2024-01-05,,
reviews,2024-01-06,2024,Three of Us,https://boxd.it/5vhf41,3.5,,Their stares,,2024-01-05,,
diary,2024-01-07,2024,Animal,https://boxd.it/5wsKTl,2.5,,,,2024-01-07,,
ratings,2024-01-07,2024,Animal,https://boxd.it/toAu,2.5,,,,,,
reviews,2024-01-07,2024,Animal,https://boxd.it/5wsKTl,2.5,,Bloody bastard,,2024-01-07,,
diary,2024-01-08,2024,Hi Nanna,https://boxd.it/5wEZRt,3,,,,2024-01-07,,
ratings,2024-01-08,2024,Hi Nanna,https://boxd.it/Eqsa,3,,,,,,
reviews,2024-01-08,2024,Hi Nanna,https://boxd.it/5wEZRt,3,,"'Hi' is good, 'Nanna' is ok",,2024-01-07,,
diary,2024-01-11,2024,Harry Potter and the Chamber of Secrets,https://boxd.it/5yBByT,3,,,,2024-01-10,,
ratings,2024-01-11,2024,Harry Potter and the Chamber of Secrets,https://boxd.it/29QI,3,,,,,,
reviews,2024-01-11,2024,Harry Potter and the Chamber of Secrets,https://boxd.it/5yBByT,3,,Atleast hermoine had some tears here,,2024-01-10,,
diary,2024-01-13,2024,Merry Christmas,https://boxd.it/5zM1DT,3.5,,,,2024-01-12,,
ratings,2024-01-13,2024,Merry Christmas,https://boxd.it/xCn8,3.5,,,,,,
reviews,2024-01-13,2024,Merry Christmas,https://boxd.it/5zM1DT,3.5,,A raghavan template,,2024-01-12,,
diary,2024-01-14,2024,Harry Potter and the Prisoner of Azkaban,https://boxd.it/5A3uKj,4,,,,2024-01-13,,
ratings,2024-01-14,2024,Harry Potter and the Prisoner of Azkaban,https://boxd.it/29Qy,4,,,,,,
reviews,2024-01-14,2024,Harry Potter and the Prisoner of Azkaban,https://boxd.it/5A3uKj,4,,"Finally, I had some picture telling wallpapers",,2024-01-13,,
diary,2024-01-15,2024,Harry Potter and the Goblet of Fire,https://boxd.it/5AF8Pn,3.5,,,,2024-01-14,,
diary,2024-01-15,2024,Harry Potter and the Order of the Phoenix,https://boxd.it/5AHFVd,3.5,,,,2024-01-14,,
diary,2024-01-15,2024,Harry Potter and the Half-Blood Prince,https://boxd.it/5BhDQd,3,,,,2024-01-15,,
diary,2024-01-15,2024,Harry Potter and the Deathly Hallows: Part 1,https://boxd.it/5BhF0X,3.5,,,,2024-01-15,,
diary,2024-01-15,2024,Harry Potter and the Deathly Hallows: Part 2,https://boxd.it/5BhFNP,3.5,,,,2024-01-15,,
ratings,2024-01-15,2024,Harry Potter and the Goblet of Fire,https://boxd.it/29Qo,3.5,,,,,,
ratings,2024-01-15,2024,Harry Potter and the Order of the Phoenix,https://boxd.it/29Qe,3.5,,,,,,
ratings,2024-01-15,2024,Harry Potter and the Half-Blood Prince,https://boxd.it/29FU,3,,,,,,
ratings,2024-01-15,2024,Harry Potter and the Deathly Hallows: Part 1,https://boxd.it/1RYu,3.5,,,,,,
ratings,2024-01-15,2024,Harry Potter and the Deathly Hallows: Part 2,https://boxd.it/1RYk,3.5,,,,,,
reviews,2024-01-15,2024,Harry Potter and the Goblet of Fire,https://boxd.it/5AF8Pn,3.5,,"In the world of wizards, I am still Neville",,2024-01-14,,
reviews,2024-01-15,2024,Harry Potter and the Order of the Phoenix,https://boxd.it/5AHFVd,3.5,,Seriously waiting for the combat... still waiting,,2024-01-14,,
reviews,2024-01-15,2024,Harry Potter and the Half-Blood Prince,https://boxd.it/5BhDQd,3,,Nothing serious but Lord of Dark,,2024-01-15,,
reviews,2024-01-15,2024,Harry Potter and the Deathly Hallows: Part 1,https://boxd.it/5BhF0X,3.5,,There it comes... friendships,,2024-01-15,,
reviews,2024-01-15,2024,Harry Potter and the Deathly Hallows: Part 2,https://boxd.it/5BhFNP,3.5,,I'm still Neville after all....,,2024-01-15,,
diary,2024-01-16,2024,Bandit Queen,https://boxd.it/5BmVB1,3.5,,,,2024-01-15,,
ratings,2024-01-16,2024,Bandit Queen,https://boxd.it/1NoC,3.5,,,,,,
reviews,2024-01-16,2024,Bandit Queen,https://boxd.it/5BmVB1,3.5,,"<blockquote>Main hoon phoolan devi, behanchod</blockquote>",,2024-01-15,,
diary,2024-01-20,2024,Joe,https://boxd.it/5DkbY3,2.5,,,,2024-01-19,,
diary,2024-01-20,2024,May December,https://boxd.it/5DmJcr,4,,,,2024-01-20,,
diary,2024-01-20,2024,The Machinist,https://boxd.it/5DEJzL,3.5,,,,2024-01-20,,
diary,2024-01-20,2024,Kho Gaye Hum Kahan,https://boxd.it/5DGiP7,3.5,,,,2024-01-20,,
ratings,2024-01-20,2024,Joe,https://boxd.it/JQDe,2.5,,,,,,
ratings,2024-01-20,2024,May December,https://boxd.it/vEE2,4,,,,,,
ratings,2024-01-20,2024,The Machinist,https://boxd.it/248c,3.5,,,,,,
ratings,2024-01-20,2024,Kho Gaye Hum Kahan,https://boxd.it/x1qa,3.5,,,,,,
reviews,2024-01-20,2024,Joe,https://boxd.it/5DkbY3,2.5,,Love nu vandhutaa yenda psycho aadreenga.,,2024-01-19,,
reviews,2024-01-20,2024,May December,https://boxd.it/5DmJcr,4,,She's too hot to handle,,2024-01-20,,
reviews,2024-01-20,2024,The Machinist,https://boxd.it/5DEJzL,3.5,,Patrick batman with no sleep,,2024-01-20,,
reviews,2024-01-20,2024,Kho Gaye Hum Kahan,https://boxd.it/5DGiP7,3.5,,Was it relatable?,,2024-01-20,,
diary,2024-01-21,2024,Monster,https://boxd.it/5DLsbB,3.5,,,,2024-01-20,,
diary,2024-01-21,2024,Joyland,https://boxd.it/5DRxOF,4,,,,2024-01-21,,
diary,2024-01-21,2024,Society of the Snow,https://boxd.it/5Ef5rL,4,,,,2024-01-21,,
diary,2024-01-21,2024,10 Things I Hate About You,https://boxd.it/5Ei6UF,3.5,,,,2024-01-21,,
ratings,2024-01-21,2024,Monster,https://boxd.it/DJEM,3.5,,,,,,
ratings,2024-01-21,2024,Joyland,https://boxd.it/AlzM,4,,,,,,
ratings,2024-01-21,2024,Society of the Snow,https://boxd.it/y9aw,4,,,,,,
ratings,2024-01-21,2024,10 Things I Hate About You,https://boxd.it/23AO,3.5,,,,,,
reviews,2024-01-21,2024,Monster,https://boxd.it/5DLsbB,3.5,,That last good soundtrack,,2024-01-20,,
reviews,2024-01-21,2024,Joyland,https://boxd.it/5DRxOF,4,,"<blockquote>Whatever I'm doing, I'm doing for myself </blockquote>",,2024-01-21,,
reviews,2024-01-21,2024,Society of the Snow,https://boxd.it/5Ef5rL,4,,ALIVE !,,2024-01-21,,
reviews,2024-01-21,2024,10 Things I Hate About You,https://boxd.it/5Ei6UF,3.5,,Even Kat falls for Joker's smile,,2024-01-21,,
diary,2024-01-27,2024,Wake Up Sid,https://boxd.it/5H8qzT,3,,,,2024-01-26,,
diary,2024-01-27,2024,Zindagi Na Milegi Dobara,https://boxd.it/5H8onh,3.5,,,,2024-01-27,,
diary,2024-01-27,2024,Bones and All,https://boxd.it/5H8pSv,3.5,,,,2024-01-27,,
ratings,2024-01-27,2024,Zindagi Na Milegi Dobara,https://boxd.it/efo,3.5,,,,,,
ratings,2024-01-27,2024,Bones and All,https://boxd.it/tLd4,3.5,,,,,,
ratings,2024-01-27,2024,Wake Up Sid,https://boxd.it/1C8e,3,,,,,,
reviews,2024-01-27,2024,Bones and All,https://boxd.it/5H8pSv,3.5,,"Seriously,  it's all bones",,2024-01-27,,
reviews,2024-01-27,2024,Wake Up Sid,https://boxd.it/5H8qzT,3,,Cool t-shirts,,2024-01-26,,
diary,2024-01-28,2024,Past Lives,https://boxd.it/5HmAT3,4,,,,2024-01-28,,
ratings,2024-01-28,2024,Past Lives,https://boxd.it/oNB8,4,,,,,,
reviews,2024-01-28,2024,Past Lives,https://boxd.it/5HmAT3,4,,Leaving is hard,,2024-01-28,,
diary,2024-01-29,2024,42,https://boxd.it/5IbW8b,3.5,,,,2024-01-28,,
ratings,2024-01-29,2024,42,https://boxd.it/3GBo,3.5,,,,,,
reviews,2024-01-29,2024,42,https://boxd.it/5IbW8b,3.5,,Chadwick for a community is a genre,,2024-01-28,,
diary,2024-02-06,2024,Vadakkupatti Ramasamy,https://boxd.it/5M3kBT,2.5,,,,2024-02-04,,
ratings,2024-02-06,2024,Vadakkupatti Ramasamy,https://boxd.it/GcW0,2.5,,,,,,
reviews,2024-02-06,2024,Vadakkupatti Ramasamy,https://boxd.it/5M3kBT,2.5,,Some laughs,,2024-02-04,,
diary,2024-02-10,2024,Grave of the Fireflies,https://boxd.it/5NGu5F,4,,,,2024-02-10,,
ratings,2024-02-10,2024,Grave of the Fireflies,https://boxd.it/1RUM,4,,,,,,
reviews,2024-02-10,2024,Grave of the Fireflies,https://boxd.it/5NGu5F,4,,It's sad,,2024-02-10,,
diary,2024-02-13,2024,Lover,https://boxd.it/5P4fDp,3.5,,,,2024-02-13,,
ratings,2024-02-13,2024,Lover,https://boxd.it/KhoK,3.5,,,,,,
reviews,2024-02-13,2024,Lover,https://boxd.it/5P4fDp,3.5,,"Good, but enakku set aagaadhu",,2024-02-13,,
diary,2024-02-18,2024,Sir,https://boxd.it/5QUURl,3.5,,,,2024-02-17,,
diary,2024-02-18,2024,Rushmore,https://boxd.it/5QWxQj,4,,,,2024-02-17,,
ratings,2024-02-18,2024,Sir,https://boxd.it/iNpa,3.5,,,,,,
ratings,2024-02-18,2024,Rushmore,https://boxd.it/1TAO,4,,,,,,
reviews,2024-02-18,2024,Sir,https://boxd.it/5QUURl,3.5,,I may say rare in bollywood,,2024-02-17,,
reviews,2024-02-18,2024,Rushmore,https://boxd.it/5QWxQj,4,,Barbers are mere neuro sergeants,,2024-02-17,,
diary,2024-03-03,2024,Dune,https://boxd.it/5Xtaqn,4,,,,2024-03-02,,
diary,2024-03-03,2024,Premalu,https://boxd.it/5XufoX,3,,,,2024-03-02,,
ratings,2024-03-03,2024,Dune,https://boxd.it/fA7G,4,,,,,,
ratings,2024-03-03,2024,Premalu,https://boxd.it/HuK4,3,,,,,,
reviews,2024-03-03,2024,Dune,https://boxd.it/5Xtaqn,4,,Dessert haunts,,2024-03-02,,
reviews,2024-03-03,2024,Premalu,https://boxd.it/5XufoX,3,,Good with few laughter,,2024-03-02,,
diary,2024-03-06,2024,Manjummel Boys,https://boxd.it/5Z44oN,3.5,,,,2024-03-05,,
ratings,2024-03-06,2024,Manjummel Boys,https://boxd.it/EtUc,3.5,,,,,,
reviews,2024-03-06,2024,Manjummel Boys,https://boxd.it/5Z44oN,3.5,,Good,,2024-03-05,,
diary,2024-03-17,2024,Oppenheimer,https://boxd.it/63Y9IB,4,,,,2024-03-16,,
diary,2024-03-17,2024,Another Round,https://boxd.it/643JlX,4,,,,2024-03-16,,
diary,2024-03-17,2024,Rise of the Planet of the Apes,https://boxd.it/64vFE3,3,,,,2024-03-17,,
ratings,2024-03-17,2024,Oppenheimer,https://boxd.it/wUow,4,,,,,,
ratings,2024-03-17,2024,Another Round,https://boxd.it/lkba,4,,,,,,
ratings,2024-03-17,2024,Rise of the Planet of the Apes,https://boxd.it/cS4,3,,,,,,
reviews,2024-03-17,2024,Oppenheimer,https://boxd.it/63Y9IB,4,,I'm still wandering inside the empty spaces of Ludwig's score,,2024-03-16,,
reviews,2024-03-17,2024,Another Round,https://boxd.it/643JlX,4,,They make rules and they live,,2024-03-16,,
reviews,2024-03-17,2024,Rise of the Planet of the Apes,https://boxd.it/64vFE3,3,,"Love the world to come, but story...hmm",,2024-03-17,,
diary,2024-03-18,2024,Mamma Mia!,https://boxd.it/64wVSR,3,,,,2024-03-17,,
diary,2024-03-18,2024,Dune: Part Two,https://boxd.it/64yoKp,4,,,,2024-03-17,,
ratings,2024-03-18,2024,Mamma Mia!,https://boxd.it/1Tnq,3,,,,,,
ratings,2024-03-18,2024,Dune: Part Two,https://boxd.it/pUfA,4,,,,,,
reviews,2024-03-18,2024,Mamma Mia!,https://boxd.it/64wVSR,3,,Not my type,,2024-03-17,,
reviews,2024-03-18,2024,Dune: Part Two,https://boxd.it/64yoKp,4,,As written,,2024-03-17,,
diary,2024-04-02,2024,"Like Father, Like Son",https://boxd.it/6bJYgv,4,,,,2024-04-01,,
ratings,2024-04-02,2024,"Like Father, Like Son",https://boxd.it/5rQs,4,,,,,,
reviews,2024-04-02,2024,"Like Father, Like Son",https://boxd.it/6bJYgv,4,,The long lasting brotherhood relationships,,2024-04-01,,
diary,2024-04-06,2024,Black Swan,https://boxd.it/6drM5n,4,,,,2024-04-05,,
ratings,2024-04-06,2024,Black Swan,https://boxd.it/Sw0,4,,,,,,
reviews,2024-04-06,2024,Black Swan,https://boxd.it/6drM5n,4,,To beauty...,,2024-04-05,,
diary,2024-04-13,2024,Shame,https://boxd.it/6gmiC9,3.5,Yes,,,2024-04-12,,
diary,2024-04-13,2024,Fight Club,https://boxd.it/6gDNMj,4,,,,2024-04-13,,
ratings,2024-04-13,2024,Shame,https://boxd.it/2CxU,3.5,,,,,,
ratings,2024-04-13,2024,Fight Club,https://boxd.it/2a9q,4,,,,,,
reviews,2024-04-13,2024,Shame,https://boxd.it/6gmiC9,3.5,Yes,Loneliness is everywhere,,2024-04-12,,
reviews,2024-04-13,2024,Fight Club,https://boxd.it/6gDNMj,4,,The men,,2024-04-13,,
diary,2024-04-15,2024,Pride & Prejudice,https://boxd.it/6h9UuZ,3.5,,,,2024-04-14,,
diary,2024-04-15,2024,Imaikkaa Nodigal,https://boxd.it/6hw0Qh,3,,,,2024-04-14,,
ratings,2024-04-15,2024,Pride & Prejudice,https://boxd.it/24u8,3.5,,,,,,
ratings,2024-04-15,2024,Imaikkaa Nodigal,https://boxd.it/eEnw,3,,,,,,
reviews,2024-04-15,2024,Pride & Prejudice,https://boxd.it/6h9UuZ,3.5,,British accent >>>,,2024-04-14,,
reviews,2024-04-15,2024,Imaikkaa Nodigal,https://boxd.it/6hw0Qh,3,,Actually a good one,,2024-04-14,,
diary,2024-05-04,2024,Lost Ladies,https://boxd.it/6p9TFJ,3.5,,,,2024-05-04,,
ratings,2024-05-04,2024,Lost Ladies,https://boxd.it/I0mS,3.5,,,,,,
reviews,2024-05-04,2024,Lost Ladies,https://boxd.it/6p9TFJ,3.5,,Nice,,2024-05-04,,
diary,2024-05-05,2024,Aamis,https://boxd.it/6pD8UR,3.5,,,,2024-05-04,,
diary,2024-05-05,2024,Aattam,https://boxd.it/6pD7Cx,3.5,,,,2024-05-05,,
diary,2024-05-05,2024,A Scene at the Sea,https://boxd.it/6pFqRb,3.5,,,,2024-05-05,,
ratings,2024-05-05,2024,Aattam,https://boxd.it/Aaws,3.5,,,,,,
ratings,2024-05-05,2024,Aamis,https://boxd.it/kTVA,3.5,,,,,,
ratings,2024-05-05,2024,A Scene at the Sea,https://boxd.it/1z10,3.5,,,,,,
reviews,2024-05-05,2024,Aattam,https://boxd.it/6pD7Cx,3.5,,A case study,,2024-05-05,,
reviews,2024-05-05,2024,Aamis,https://boxd.it/6pD8UR,3.5,,Didn't expect that,,2024-05-04,,
reviews,2024-05-05,2024,A Scene at the Sea,https://boxd.it/6pFqRb,3.5,,Atleast he is satisfied with something,,2024-05-05,,
diary,2024-05-06,2024,Dawn of the Planet of the Apes,https://boxd.it/6pNdEp,3.5,,,,2024-05-05,,
ratings,2024-05-06,2024,Dawn of the Planet of the Apes,https://boxd.it/3XyQ,3.5,,,,,,
reviews,2024-05-06,2024,Dawn of the Planet of the Apes,https://boxd.it/6pNdEp,3.5,,"Hope, No",,2024-05-05,,
diary,2024-05-18,2024,War for the Planet of the Apes,https://boxd.it/6uKsWn,3,,,,2024-05-17,,
ratings,2024-05-18,2024,War for the Planet of the Apes,https://boxd.it/8FE2,3,,,,,,
diary,2024-05-19,2024,The Fly,https://boxd.it/6uSJIj,3.5,,,,2024-05-18,,
diary,2024-05-19,2024,Mad Max: Fury Road,https://boxd.it/6vbv3J,4,,,,2024-05-19,,
ratings,2024-05-19,2024,The Fly,https://boxd.it/1YIe,3.5,,,,,,
ratings,2024-05-19,2024,Mad Max: Fury Road,https://boxd.it/2DjO,4,,,,,,
reviews,2024-05-19,2024,The Fly,https://boxd.it/6uSJIj,3.5,,Mad scientist,,2024-05-18,,
reviews,2024-05-19,2024,Mad Max: Fury Road,https://boxd.it/6vbv3J,4,,Hot wheels...,,2024-05-19,,
diary,2024-06-02,2024,The Batman,https://boxd.it/6B6oTn,4,,,,2024-06-02,,
ratings,2024-06-02,2024,The Batman,https://boxd.it/eDGs,4,,,,,,
reviews,2024-06-02,2024,The Batman,https://boxd.it/6B6oTn,4,,<blockquote>I have just ordered a piece of pumpkin pie</blockquote>,,2024-06-02,,
diary,2024-06-03,2024,Heat,https://boxd.it/6B7IOp,4,,,,2024-06-02,,
ratings,2024-06-03,2024,Heat,https://boxd.it/2bg8,4,,,,,,
reviews,2024-06-03,2024,Heat,https://boxd.it/6B7IOp,4,,A Mann cooked,,2024-06-02,,
diary,2024-07-06,2024,Kalki 2898-AD,https://boxd.it/6OF14X,2.5,,,,2024-07-05,,
ratings,2024-07-06,2024,Kalki 2898-AD,https://boxd.it/uaUM,2.5,,,,,,
reviews,2024-07-06,2024,Kalki 2898-AD,https://boxd.it/6OF14X,2.5,,Why?,,2024-07-05,,
diary,2024-07-08,2024,Star,https://boxd.it/6Pc5r3,3,,,,2024-07-07,,
ratings,2024-07-08,2024,Star,https://boxd.it/MEYq,3,,,,,,
reviews,2024-07-08,2024,Star,https://boxd.it/6Pc5r3,3,,Good but missing,,2024-07-07,,
diary,2024-07-21,2024,October,https://boxd.it/6UZqwh,3.5,,,,2024-07-20,,
ratings,2024-07-21,2024,October,https://boxd.it/hUvi,3.5,,,,,,
reviews,2024-07-21,2024,October,https://boxd.it/6UZqwh,3.5,,"<blockquote>Dan, Dan</blockquote>",,2024-07-20,,
diary,2024-08-03,2024,8 A.M. Metro,https://boxd.it/71cP01,3.5,,,,2024-08-03,,
diary,2024-08-03,2024,Iratta,https://boxd.it/71e4qZ,3,,,,2024-08-03,,
diary,2024-08-03,2024,Ford v Ferrari,https://boxd.it/71gQF3,4,,,,2024-08-03,,
ratings,2024-08-03,2024,8 A.M. Metro,https://boxd.it/GpSK,3.5,,,,,,
ratings,2024-08-03,2024,Iratta,https://boxd.it/zELA,3,,,,,,
ratings,2024-08-03,2024,Ford v Ferrari,https://boxd.it/ce74,4,,,,,,
reviews,2024-08-03,2024,8 A.M. Metro,https://boxd.it/71cP01,3.5,,This is different,,2024-08-03,,
reviews,2024-08-03,2024,Ford v Ferrari,https://boxd.it/71gQF3,4,,Everything fades at 7000,,2024-08-03,,
diary,2024-08-11,2024,The Wolverine,https://boxd.it/74jQkH,3,,,,2024-08-10,,
diary,2024-08-11,2024,X-Men Origins: Wolverine,https://boxd.it/74jQXf,2.5,,,,2024-08-10,,
diary,2024-08-11,2024,Unbelievable,https://boxd.it/74jRED,4,,,,2024-08-10,,
ratings,2024-08-11,2024,The Wolverine,https://boxd.it/2CWU,3,,,,,,
ratings,2024-08-11,2024,X-Men Origins: Wolverine,https://boxd.it/27ug,2.5,,,,,,
ratings,2024-08-11,2024,Unbelievable,https://boxd.it/noio,4,,,,,,
reviews,2024-08-11,2024,The Wolverine,https://boxd.it/74jQkH,3,,Goodbye,,2024-08-10,,
reviews,2024-08-11,2024,X-Men Origins: Wolverine,https://boxd.it/74jQXf,2.5,,"Why
Why
Why",,2024-08-10,,
reviews,2024-08-11,2024,Unbelievable,https://boxd.it/74jRED,4,,The details,,2024-08-10,,
diary,2024-08-15,2024,Gladiator,https://boxd.it/76tUH9,4,,,,2024-08-15,,
ratings,2024-08-15,2024,Gladiator,https://boxd.it/2b9m,4,,,,,,
reviews,2024-08-15,2024,Gladiator,https://boxd.it/76tUH9,4,,Ridley and his finest work,,2024-08-15,,
diary,2024-08-22,2024,Twisters,https://boxd.it/79FuTf,3,,,,2024-08-15,,
ratings,2024-08-22,2024,Twisters,https://boxd.it/qV7a,3,,,,,,
